5.000000000000000000e+01,2.387324146378429907e-03
1.500000000000000000e+02,2.366103487299510682e-03
2.500000000000000000e+02,1.998986085234205450e-03
3.500000000000000000e+02,1.859839192131005617e-03
4.500000000000000000e+02,1.757777927037155021e-03
5.500000000000000000e+02,1.672573765583918425e-03
6.500000000000000000e+02,1.530335991268224260e-03
7.500000000000000000e+02,1.510910926419059813e-03
8.500000000000000000e+02,1.400563499208679020e-03
9.500000000000000000e+02,1.231356664974137677e-03
1.050000000000000000e+03,1.121663408457167135e-03
1.150000000000000000e+03,9.272505380136512225e-04
1.250000000000000000e+03,7.932282363700064558e-04
1.350000000000000000e+03,7.238602596920276459e-04
1.450000000000000000e+03,6.135697461266861582e-04
1.550000000000000000e+03,5.318855517522695859e-04
1.650000000000000000e+03,4.215194553403531241e-04
1.750000000000000000e+03,3.001207498304312186e-04
1.850000000000000000e+03,1.892653377309025549e-04
1.950000000000000000e+03,1.420151799896912301e-04
2.050000000000000000e+03,8.307111663820878039e-05
2.150000000000000000e+03,3.479201081543758389e-05
2.250000000000000000e+03,2.051330377628873564e-05
2.350000000000000000e+03,7.449805846854675351e-06
